,vpsu,vstrat,mar1,mar2,adults,age,attend,babies,bible,blkwhite,born,cappun,childs,class,cohort,comprend,coninc,coop,courts,dateintv,degree,dwelling,earnrs,educ,eth1,ethnic,ethnum,famgen,family16,feeused,finalter,finrela,form,formwt,fund,fund16,gender1,gender2,god,granborn,happy,health,hefinfo,hhrace,hhtype,hhtype1,hispanic,hompop,id,incom16,income,income06,indus80,intage,intethn,inthisp,intrace1,intsex,intyrs,isco681,isco88,lngthinv,marital,mobile16,mode,natpark,natroad,natsoc,occ80,old1,old2,othlang,oversamp,parborn,partyid,permoral,phone,polviews,pray,prestg80,preteen,punsin,race,racecen1,raclive,realinc,reborn,reg16,region,relactiv,relate1,relate2,relexp,relexper,relhh1,relhh2,relhhd1,relhhd2,relig,relig16,reliten,rellife,relpersn,res16,respnum,rotapple,rplace,rvisitor,sampcode,sample,satfin,savesoul,sei,sex,sibs,size,spaneng,sprtprsn,srcbelt,teens,trust,union,unrelat,version,visitors,vote04,weekswrk,whoelse1,whoelse2,whoelse3,whoelse4,whoelse5,whoelse6,widowed,wksub,wksup,wrkgovt,wrkslf,wrkstat,wtss,wtssall,wtssnr,xnorcsiz,year,zodiac
944,1.0,2031.0,2.0,5.0,1.0,55.0,5.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,1951.0,1.0,33079.0,1.0,1.0,415.0,3.0,7.0,0.0,14.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,945.0,3.0,12.0,17.0,460.0,56.0,,1.0,2.0,,0.89999997615814209,310.0,2148.0,116.0,2.0,1.0,1.0,1.0,3.0,1.0,63.0,54.0,15.0,2.0,1.0,0.0,2.0,1.0,3.0,4.0,1.0,51.0,0.0,3.0,2.0,2.0,1.0,21318.75,1.0,5.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,41.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,509.0,9.0,3.0,1.0,58.799999237060547,1.0,2.0,13.0,1.0,2.0,3.0,1.0,2.0,4.0,,3.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,5.0,0.43000000715255737,0.42969998717308044,0.37999999523162842,3.0,2006.0,5.0
945,1.0,2031.0,5.0,,1.0,22.0,2.0,0.0,,,,,0.0,,1984.0,1.0,33079.0,2.0,,408.0,1.0,7.0,1.0,14.0,1.0,1.0,1.0,1.0,,3.0,,,1.0,1.0,1.0,,1.0,,,,,2.0,1.0,2.0,1.0,4.0,1.0,1.0,946.0,,12.0,17.0,591.0,56.0,,1.0,2.0,,0.89999997615814209,4519.0,5220.0,38.0,5.0,,1.0,,,,274.0,24.0,,,1.0,,1.0,,3.0,4.0,,32.0,0.0,,2.0,2.0,,21318.75,,5.0,5.0,,1.0,,,,1.0,,1.0,,1.0,,2.0,,,,1.0,,1.0,1.0,509.0,9.0,,,38.900001525878906,1.0,,13.0,1.0,,3.0,0.0,2.0,4.0,,7.0,0.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,1.0,0.43000000715255737,0.42969998717308044,0.37999999523162842,3.0,2006.0,9.0
946,1.0,2031.0,5.0,,1.0,55.0,6.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1951.0,1.0,39695.0,2.0,2.0,512.0,1.0,7.0,1.0,14.0,1.0,14.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,,6.0,0.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,947.0,2.0,12.0,18.0,412.0,56.0,,1.0,2.0,,0.89999997615814209,3700.0,4142.0,84.0,5.0,3.0,1.0,1.0,2.0,1.0,354.0,55.0,,2.0,1.0,0.0,1.0,1.0,6.0,4.0,1.0,42.0,0.0,2.0,2.0,2.0,1.0,25582.5,1.0,5.0,5.0,4.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,509.0,9.0,3.0,1.0,54.200000762939453,2.0,7.0,13.0,1.0,2.0,3.0,0.0,,,,4.0,0.0,1.0,36.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,2.0,1.0,2.0,1.0,0.43000000715255737,0.42969998717308044,0.37999999523162842,3.0,2006.0,1.0
947,1.0,2031.0,1.0,1.0,2.0,42.0,5.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1964.0,1.0,88211.0,1.0,1.0,326.0,1.0,2.0,2.0,12.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,6.0,0.0,2.0,,1.0,2.0,4.0,11.0,1.0,4.0,948.0,3.0,12.0,22.0,410.0,56.0,,1.0,2.0,,0.89999997615814209,7000.0,7510.0,139.0,1.0,1.0,1.0,1.0,3.0,1.0,633.0,41.0,38.0,2.0,1.0,0.0,0.0,1.0,3.0,4.0,2.0,47.0,1.0,4.0,2.0,2.0,1.0,56850.0,2.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,509.0,9.0,1.0,1.0,48.5,1.0,6.0,13.0,1.0,2.0,3.0,1.0,2.0,4.0,0.0,2.0,0.0,2.0,52.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.86000001430511475,0.85930001735687256,0.76999998092651367,3.0,2006.0,1.0
948,1.0,2031.0,1.0,1.0,2.0,63.0,7.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,1943.0,1.0,88211.0,1.0,2.0,401.0,1.0,2.0,2.0,12.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,6.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,949.0,1.0,12.0,22.0,401.0,56.0,,1.0,2.0,,0.89999997615814209,9851.0,8323.0,144.0,1.0,3.0,1.0,2.0,3.0,1.0,808.0,61.0,62.0,2.0,1.0,0.0,0.0,1.0,3.0,4.0,2.0,32.0,0.0,2.0,2.0,2.0,1.0,56850.0,1.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,509.0,9.0,2.0,2.0,29.799999237060547,1.0,8.0,13.0,1.0,3.0,3.0,0.0,2.0,,0.0,1.0,0.0,2.0,52.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.86000001430511475,0.85930001735687256,0.76999998092651367,3.0,2006.0,7.0
949,2.0,2031.0,5.0,5.0,2.0,38.0,0.0,0.0,2.0,2.0,2.0,2.0,6.0,2.0,1968.0,2.0,16539.0,1.0,2.0,630.0,0.0,7.0,0.0,6.0,38.0,38.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,6.0,4.0,2.0,,1.0,1.0,7.0,5.0,11.0,2.0,950.0,1.0,10.0,12.0,542.0,62.0,1.0,1.0,1.0,2.0,1.1000000238418579,7919.0,7433.0,64.0,5.0,3.0,1.0,2.0,,1.0,667.0,28.0,21.0,,1.0,8.0,3.0,2.0,3.0,3.0,5.0,42.0,0.0,2.0,1.0,1.0,1.0,10659.375,2.0,0.0,5.0,1.0,1.0,8.0,1.0,2.0,1.0,16.0,1.0,16.0,4.0,2.0,4.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,509.0,9.0,2.0,2.0,25.899999618530273,2.0,12.0,16.0,2.0,3.0,3.0,0.0,2.0,1.0,6.0,5.0,0.0,3.0,52.0,1.0,2.0,2.0,2.0,1.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.9099999666213989,1.9096000194549561,1.7000000476837158,3.0,2006.0,5.0
950,2.0,2031.0,2.0,,1.0,79.0,8.0,0.0,2.0,1.0,1.0,2.0,6.0,2.0,1927.0,1.0,20950.0,1.0,3.0,325.0,1.0,2.0,0.0,12.0,11.0,14.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,,6.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,951.0,2.0,11.0,14.0,850.0,56.0,,1.0,2.0,,0.89999997615814209,3211.0,4115.0,112.0,2.0,3.0,1.0,2.0,2.0,1.0,313.0,79.0,,2.0,1.0,0.0,6.0,3.0,3.0,4.0,1.0,46.0,0.0,4.0,1.0,1.0,1.0,13501.875,2.0,5.0,5.0,8.0,1.0,,1.0,1.0,1.0,,1.0,,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,509.0,9.0,1.0,2.0,38.400001525878906,2.0,4.0,16.0,1.0,1.0,3.0,0.0,1.0,,,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,2.0,2.0,5.0,0.43000000715255737,0.42969998717308044,0.37999999523162842,3.0,2006.0,11.0
951,2.0,2031.0,1.0,1.0,2.0,42.0,4.0,0.0,1.0,2.0,2.0,2.0,4.0,2.0,1964.0,1.0,39695.0,1.0,1.0,408.0,0.0,7.0,2.0,11.0,38.0,38.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,6.0,4.0,1.0,2.0,1.0,5.0,4.0,11.0,5.0,5.0,952.0,1.0,12.0,18.0,60.0,56.0,,1.0,2.0,,0.89999997615814209,9520.0,7123.0,94.0,1.0,3.0,1.0,1.0,1.0,1.0,588.0,41.0,34.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,38.0,3.0,3.0,3.0,12.0,1.0,25582.5,2.0,0.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,509.0,9.0,3.0,2.0,28.600000381469727,1.0,14.0,16.0,1.0,4.0,3.0,0.0,2.0,,0.0,1.0,0.0,2.0,52.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,0.86000001430511475,0.85930001735687256,0.76999998092651367,3.0,2006.0,8.0
952,2.0,2031.0,1.0,1.0,2.0,45.0,8.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1961.0,2.0,33079.0,1.0,2.0,505.0,0.0,7.0,1.0,0.0,38.0,38.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,6.0,2.0,953.0,1.0,12.0,17.0,60.0,62.0,1.0,1.0,1.0,2.0,1.1000000238418579,9530.0,7131.0,52.0,1.0,3.0,1.0,2.0,1.0,1.0,595.0,43.0,28.0,,1.0,8.0,3.0,2.0,3.0,2.0,2.0,37.0,0.0,2.0,1.0,1.0,1.0,21318.75,1.0,0.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,509.0,9.0,1.0,1.0,26.700000762939453,1.0,6.0,16.0,2.0,2.0,3.0,0.0,1.0,4.0,0.0,6.0,0.0,3.0,26.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.86000001430511475,0.85930001735687256,0.76999998092651367,3.0,2006.0,12.0
953,2.0,2031.0,5.0,5.0,2.0,31.0,2.0,0.0,2.0,,2.0,1.0,2.0,2.0,1975.0,3.0,20950.0,3.0,2.0,701.0,0.0,7.0,2.0,6.0,38.0,38.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,5.0,4.0,2.0,2.0,2.0,1.0,8.0,15.0,5.0,3.0,954.0,1.0,11.0,14.0,60.0,62.0,1.0,1.0,1.0,2.0,1.1000000238418579,5500.0,9140.0,75.0,5.0,3.0,1.0,2.0,1.0,1.0,453.0,34.0,38.0,,1.0,8.0,3.0,3.0,3.0,4.0,5.0,22.0,1.0,2.0,1.0,1.0,1.0,13501.875,2.0,0.0,5.0,1.0,1.0,8.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,509.0,9.0,2.0,2.0,28.399999618530273,2.0,4.0,16.0,2.0,3.0,3.0,0.0,2.0,,0.0,1.0,0.0,3.0,52.0,2.0,1.0,1.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,2.0,0.86000001430511475,0.85930001735687256,0.76999998092651367,3.0,2006.0,
954,2.0,2031.0,4.0,4.0,2.0,58.0,2.0,0.0,2.0,1.0,2.0,,4.0,2.0,1948.0,1.0,20950.0,1.0,2.0,506.0,1.0,7.0,1.0,12.0,38.0,38.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,6.0,4.0,3.0,3.0,1.0,1.0,8.0,15.0,11.0,3.0,955.0,,11.0,14.0,,62.0,1.0,1.0,1.0,2.0,1.1000000238418579,,,43.0,4.0,3.0,1.0,1.0,1.0,1.0,,50.0,48.0,,1.0,8.0,3.0,1.0,3.0,2.0,2.0,,1.0,4.0,1.0,1.0,1.0,13501.875,1.0,0.0,5.0,1.0,1.0,8.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,509.0,9.0,2.0,1.0,,2.0,0.0,16.0,2.0,2.0,3.0,0.0,2.0,4.0,0.0,6.0,0.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,7.0,0.86000001430511475,0.85930001735687256,0.76999998092651367,3.0,2006.0,6.0
955,2.0,2031.0,3.0,3.0,2.0,38.0,1.0,0.0,,,,,2.0,,1968.0,2.0,28668.0,3.0,,617.0,1.0,7.0,1.0,12.0,1.0,39.0,2.0,2.0,,3.0,,,2.0,1.0,2.0,,2.0,2.0,,,,2.0,2.0,2.0,12.0,13.0,1.0,3.0,956.0,,12.0,16.0,832.0,56.0,,1.0,2.0,,0.89999997615814209,5999.0,5132.0,36.0,3.0,,1.0,,,,447.0,38.0,43.0,,1.0,,3.0,,2.0,4.0,,42.0,0.0,,2.0,2.0,,18476.25,,5.0,5.0,,1.0,3.0,,,1.0,42.0,1.0,4.0,2.0,,2.0,,,,1.0,,1.0,1.0,509.0,9.0,,,29.299999237060547,2.0,,16.0,1.0,,3.0,1.0,2.0,4.0,,7.0,0.0,3.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,7.0,0.86000001430511475,0.85930001735687256,0.76999998092651367,3.0,2006.0,12.0
956,2.0,2031.0,4.0,,1.0,43.0,0.0,0.0,,,,,3.0,,1963.0,1.0,5734.0,1.0,,603.0,0.0,7.0,1.0,10.0,38.0,38.0,1.0,1.0,,1.0,,,2.0,1.0,2.0,,1.0,,,,,2.0,1.0,1.0,1.0,4.0,5.0,1.0,957.0,,6.0,6.0,901.0,56.0,,1.0,2.0,,0.89999997615814209,9990.0,9300.0,48.0,4.0,,1.0,,,,889.0,44.0,,,1.0,,3.0,,3.0,2.0,,24.0,0.0,,1.0,1.0,,3695.25,,0.0,5.0,,1.0,,,,1.0,,1.0,,2.0,,2.0,,,,1.0,,1.0,1.0,509.0,9.0,,,29.200000762939453,1.0,,16.0,1.0,,3.0,0.0,2.0,4.0,,7.0,0.0,3.0,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,2.0,2.0,4.0,0.94999998807907104,0.95480000972747803,0.85000002384185791,3.0,2006.0,10.0
957,2.0,2031.0,5.0,,1.0,34.0,5.0,0.0,,,,,0.0,,1972.0,1.0,33079.0,1.0,,325.0,0.0,3.0,1.0,3.0,17.0,17.0,1.0,1.0,,3.0,,,2.0,1.0,2.0,,1.0,,,,,1.0,1.0,5.0,1.0,4.0,6.0,1.0,958.0,,12.0,17.0,60.0,56.0,,1.0,2.0,,0.89999997615814209,9594.0,9313.0,59.0,5.0,,1.0,,,,869.0,34.0,,,1.0,,3.0,,3.0,3.0,,36.0,0.0,,3.0,12.0,,21318.75,,0.0,5.0,,1.0,,,,1.0,,1.0,,2.0,,1.0,,,,1.0,,1.0,1.0,509.0,9.0,,,28.600000381469727,1.0,,16.0,1.0,,3.0,0.0,2.0,4.0,,7.0,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,2.0,0.43000000715255737,0.42969998717308044,0.37999999523162842,3.0,2006.0,5.0
958,2.0,2031.0,1.0,1.0,2.0,56.0,6.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,1950.0,1.0,33079.0,1.0,3.0,408.0,0.0,7.0,1.0,0.0,38.0,38.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0,4.0,2.0,2.0,1.0,5.0,3.0,1.0,5.0,2.0,959.0,3.0,12.0,17.0,761.0,56.0,,1.0,2.0,,0.89999997615814209,5520.0,9132.0,44.0,1.0,3.0,1.0,1.0,2.0,1.0,407.0,55.0,40.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,1.0,23.0,0.0,2.0,3.0,12.0,1.0,21318.75,2.0,0.0,5.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,509.0,9.0,3.0,2.0,22.5,2.0,10.0,16.0,1.0,2.0,3.0,0.0,,,0.0,4.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,0.86000001430511475,0.85930001735687256,0.76999998092651367,3.0,2006.0,5.0
959,1.0,2032.0,1.0,1.0,3.0,46.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,1960.0,1.0,178266.0,1.0,3.0,320.0,4.0,2.0,3.0,18.0,25.0,25.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,6.0,4.0,2.0,2.0,1.0,1.0,141.0,11.0,4.0,4.0,960.0,3.0,12.0,25.0,842.0,59.0,1.0,1.0,1.0,1.0,2.5,1330.0,2331.0,121.0,1.0,3.0,1.0,2.0,2.0,2.0,156.0,46.0,45.0,1.0,1.0,8.0,5.0,2.0,3.0,4.0,3.0,64.0,0.0,4.0,1.0,1.0,1.0,144502.71713999999,2.0,3.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,509.0,9.0,2.0,2.0,78.5,2.0,1.0,36.0,1.0,2.0,3.0,1.0,3.0,4.0,0.0,3.0,0.0,1.0,52.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.2899999618530273,1.2890000343322754,1.1499999761581421,5.0,2006.0,12.0
960,1.0,2032.0,1.0,1.0,3.0,41.0,3.0,0.0,,,,,4.0,,1965.0,1.0,88211.0,1.0,,730.0,2.0,2.0,4.0,14.0,,,4.0,2.0,,1.0,,,2.0,1.0,1.0,,2.0,1.0,,,,1.0,1.0,1.0,151.0,11.0,1.0,5.0,961.0,,12.0,22.0,842.0,59.0,1.0,1.0,1.0,1.0,2.5,1393.0,3310.0,64.0,1.0,,2.0,,,,387.0,40.0,41.0,,1.0,,5.0,,3.0,4.0,,43.0,2.0,,1.0,1.0,,56850.0,,5.0,5.0,,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,,2.0,,,,1.0,,1.0,1.0,509.0,9.0,,,36.900001525878906,2.0,,36.0,1.0,,3.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.8599998950958252,2.8643999099731445,2.559999942779541,5.0,2006.0,7.0
961,1.0,2032.0,1.0,1.0,2.0,49.0,7.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,1957.0,1.0,178266.0,1.0,3.0,317.0,3.0,2.0,2.0,16.0,8.0,15.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,6.0,0.0,2.0,1.0,1.0,1.0,4.0,11.0,1.0,4.0,962.0,3.0,12.0,25.0,932.0,59.0,1.0,1.0,1.0,1.0,2.5,5895.0,110.0,137.0,1.0,3.0,1.0,2.0,1.0,2.0,431.0,49.0,44.0,2.0,1.0,0.0,6.0,3.0,3.0,6.0,2.0,49.0,0.0,2.0,1.0,1.0,1.0,144502.71713999999,2.0,2.0,5.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,1.0,1.0,509.0,9.0,2.0,1.0,,1.0,2.0,36.0,1.0,1.0,3.0,2.0,1.0,4.0,0.0,3.0,0.0,1.0,52.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.86000001430511475,0.85930001735687256,0.76999998092651367,5.0,2006.0,4.0
962,1.0,2032.0,1.0,1.0,2.0,31.0,7.0,1.0,,,,,1.0,,1975.0,1.0,178266.0,1.0,,318.0,3.0,2.0,2.0,16.0,24.0,24.0,2.0,2.0,,3.0,,,1.0,1.0,3.0,,2.0,1.0,,,,2.0,1.0,1.0,4.0,11.0,1.0,3.0,963.0,,12.0,25.0,712.0,59.0,1.0,1.0,1.0,1.0,2.5,2190.0,1229.0,59.0,1.0,,1.0,,,,19.0,30.0,32.0,,1.0,,4.0,,3.0,4.0,,51.0,0.0,,1.0,1.0,,144502.71713999999,,5.0,5.0,,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,,1.0,,,,1.0,,1.0,1.0,509.0,9.0,,,63.5,2.0,,36.0,1.0,,3.0,0.0,1.0,4.0,0.0,7.0,0.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,0.86000001430511475,0.85930001735687256,0.76999998092651367,5.0,2006.0,3.0
963,1.0,2032.0,1.0,1.0,3.0,48.0,7.0,0.0,,,,,2.0,,1958.0,1.0,123496.0,1.0,,320.0,3.0,2.0,3.0,16.0,1.0,1.0,2.0,2.0,,3.0,,,2.0,1.0,2.0,,1.0,2.0,,,,1.0,1.0,2.0,141.0,11.0,1.0,4.0,964.0,,12.0,24.0,732.0,59.0,1.0,1.0,1.0,1.0,2.5,830.0,2131.0,59.0,1.0,,1.0,,,,64.0,47.0,45.0,,1.0,,1.0,,3.0,5.0,,74.0,0.0,,2.0,2.0,,79590.0,,9.0,5.0,,1.0,2.0,,,1.0,2.0,1.0,2.0,11.0,,1.0,,,,1.0,,1.0,1.0,509.0,9.0,,,83.699996948242188,1.0,,36.0,1.0,,3.0,1.0,1.0,4.0,0.0,7.0,0.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.2899999618530273,1.2890000343322754,1.1499999761581421,5.0,2006.0,6.0
964,1.0,2032.0,5.0,,1.0,32.0,7.0,0.0,1.0,3.0,1.0,2.0,0.0,3.0,1974.0,1.0,105852.0,1.0,1.0,320.0,4.0,6.0,1.0,19.0,39.0,39.0,2.0,1.0,5.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,965.0,3.0,12.0,23.0,,59.0,1.0,1.0,1.0,1.0,2.5,4320.0,3415.0,107.0,5.0,2.0,1.0,2.0,1.0,3.0,259.0,31.0,9.0,2.0,1.0,2.0,3.0,,3.0,6.0,2.0,49.0,1.0,1.0,2.0,2.0,1.0,68220.0,1.0,5.0,5.0,5.0,1.0,7.0,1.0,2.0,1.0,11.0,1.0,11.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,509.0,9.0,2.0,1.0,64.099998474121094,2.0,2.0,36.0,1.0,1.0,3.0,0.0,2.0,4.0,0.0,3.0,0.0,1.0,48.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,2.0,2.0,4.0,0.43000000715255737,0.42969998717308044,0.37999999523162842,5.0,2006.0,9.0
965,1.0,2032.0,1.0,1.0,2.0,79.0,8.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1927.0,2.0,,1.0,3.0,314.0,0.0,2.0,0.0,7.0,18.0,18.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,6.0,0.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,966.0,2.0,,,241.0,59.0,1.0,1.0,1.0,1.0,2.5,8340.0,8290.0,117.0,1.0,3.0,1.0,2.0,3.0,2.0,779.0,77.0,78.0,2.0,1.0,0.0,1.0,2.0,3.0,5.0,2.0,33.0,0.0,2.0,1.0,1.0,1.0,,1.0,5.0,5.0,8.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,509.0,9.0,1.0,1.0,27.700000762939453,2.0,4.0,36.0,1.0,1.0,3.0,0.0,1.0,4.0,0.0,6.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,2.0,2.0,7.0,0.86000001430511475,0.85930001735687256,0.76999998092651367,5.0,2006.0,3.0
966,1.0,2032.0,1.0,1.0,2.0,29.0,,2.0,,,,,2.0,,1977.0,1.0,72774.0,1.0,,318.0,3.0,6.0,2.0,16.0,25.0,22.0,2.0,2.0,,3.0,,,1.0,1.0,,,2.0,1.0,,,,1.0,1.0,1.0,4.0,11.0,3.0,4.0,967.0,,12.0,21.0,892.0,59.0,1.0,1.0,1.0,1.0,2.5,830.0,2131.0,62.0,1.0,,1.0,,,,64.0,29.0,28.0,,1.0,,6.0,,3.0,6.0,,74.0,0.0,,1.0,1.0,,46901.25,,5.0,5.0,,1.0,2.0,,,1.0,2.0,1.0,2.0,,,,,,,2.0,,2.0,1.0,509.0,9.0,,,83.699996948242188,1.0,,36.0,1.0,,3.0,0.0,2.0,4.0,0.0,7.0,0.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.86000001430511475,0.85930001735687256,0.76999998092651367,5.0,2006.0,6.0
967,1.0,2032.0,1.0,1.0,2.0,36.0,7.0,0.0,3.0,2.0,2.0,1.0,1.0,4.0,1970.0,1.0,59542.0,1.0,2.0,323.0,3.0,2.0,1.0,16.0,40.0,40.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,4.0,1.0,2.0,1.0,4.0,4.0,11.0,1.0,3.0,968.0,3.0,12.0,20.0,60.0,59.0,1.0,1.0,1.0,1.0,2.5,230.0,2143.0,117.0,1.0,3.0,1.0,2.0,1.0,1.0,55.0,32.0,35.0,1.0,1.0,8.0,1.0,3.0,3.0,2.0,2.0,64.0,1.0,3.0,3.0,8.0,2.0,38373.75,2.0,0.0,5.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,509.0,9.0,2.0,1.0,86.599998474121094,1.0,1.0,36.0,1.0,2.0,3.0,0.0,1.0,4.0,0.0,6.0,0.0,2.0,52.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.86000001430511475,0.85930001735687256,0.76999998092651367,5.0,2006.0,3.0
