,vpsu,vstrat,mar1,mar2,adults,age,attend,babies,bible,blkwhite,born,cappun,childs,class,cohort,comprend,coninc,coop,courts,dateintv,degree,dwelling,earnrs,educ,eth1,ethnic,ethnum,famgen,family16,feeused,finalter,finrela,form,formwt,fund,fund16,gender1,gender2,god,granborn,happy,health,hefinfo,hhrace,hhtype,hhtype1,hispanic,hompop,id,incom16,income,income06,indus80,intage,intethn,inthisp,intrace1,intsex,intyrs,isco681,isco88,lngthinv,marital,mobile16,mode,natpark,natroad,natsoc,occ80,old1,old2,othlang,oversamp,parborn,partyid,permoral,phone,polviews,pray,prestg80,preteen,punsin,race,racecen1,raclive,realinc,reborn,reg16,region,relactiv,relate1,relate2,relexp,relexper,relhh1,relhh2,relhhd1,relhhd2,relig,relig16,reliten,rellife,relpersn,res16,respnum,rotapple,rplace,rvisitor,sampcode,sample,satfin,savesoul,sei,sex,sibs,size,spaneng,sprtprsn,srcbelt,teens,trust,union,unrelat,version,visitors,vote04,weekswrk,whoelse1,whoelse2,whoelse3,whoelse4,whoelse5,whoelse6,widowed,wksub,wksup,wrkgovt,wrkslf,wrkstat,wtss,wtssall,wtssnr,xnorcsiz,year,zodiac
10,2.0,1957.0,2.0,4.0,2.0,81.0,3.0,0.0,2.0,,1.0,2.0,2.0,3.0,1925.0,1.0,,2.0,2.0,630.0,0.0,8.0,0.0,9.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,0.0,3.0,2.0,2.0,2.0,12.0,13.0,1.0,4.0,11.0,2.0,,,842.0,57.0,1.0,1.0,1.0,2.0,11.800000190734863,5312.0,9132.0,87.0,2.0,3.0,1.0,2.0,2.0,1.0,439.0,81.0,39.0,2.0,1.0,0.0,1.0,,3.0,4.0,2.0,24.0,0.0,1.0,2.0,2.0,,,2.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,501.0,9.0,3.0,1.0,29.100000381469727,2.0,2.0,8008.0,1.0,2.0,1.0,2.0,3.0,4.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,1.0,2.0,5.0,1.9099999666213989,1.9096000194549561,2.1600000858306885,1.0,2006.0,12.0
11,1.0,1958.0,3.0,5.0,2.0,47.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,2.0,1959.0,1.0,,2.0,1.0,609.0,1.0,9.0,0.0,12.0,38.0,38.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0,4.0,2.0,4.0,2.0,2.0,8.0,15.0,1.0,3.0,12.0,2.0,,,932.0,57.0,1.0,1.0,1.0,2.0,11.800000190734863,5895.0,110.0,67.0,5.0,3.0,1.0,2.0,2.0,1.0,431.0,64.0,47.0,2.0,1.0,8.0,3.0,2.0,6.0,4.0,3.0,49.0,0.0,2.0,2.0,2.0,2.0,,2.0,0.0,2.0,1.0,1.0,8.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,8.0,1.0,501.0,9.0,2.0,2.0,,1.0,3.0,8008.0,1.0,3.0,1.0,1.0,2.0,,0.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,1.0,2.0,8.0,1.9099999666213989,1.9096000194549561,2.1600000858306885,1.0,2006.0,6.0
12,1.0,1958.0,5.0,,1.0,26.0,8.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,1980.0,1.0,7939.0,1.0,1.0,321.0,3.0,3.0,1.0,16.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,,,1.0,,,4.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,13.0,1.0,8.0,8.0,,38.0,2.0,1.0,2.0,2.0,2.7999999523162842,2190.0,1229.0,139.0,5.0,1.0,1.0,1.0,1.0,1.0,19.0,25.0,,1.0,1.0,8.0,6.0,2.0,3.0,4.0,2.0,51.0,0.0,4.0,2.0,2.0,1.0,5116.5,2.0,2.0,2.0,9.0,1.0,,1.0,1.0,1.0,,1.0,,6.0,6.0,1.0,1.0,2.0,6.0,1.0,3.0,1.0,1.0,501.0,9.0,3.0,2.0,63.5,1.0,5.0,8008.0,1.0,1.0,1.0,0.0,1.0,4.0,,3.0,0.0,1.0,28.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,2.0,1.0,6.0,0.43000000715255737,0.42969998717308044,0.49000000953674316,1.0,2006.0,4.0
13,1.0,1958.0,3.0,,1.0,60.0,7.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,1946.0,1.0,39695.0,1.0,3.0,315.0,3.0,8.0,1.0,16.0,39.0,38.0,2.0,1.0,7.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,,5.0,4.0,2.0,,1.0,2.0,1.0,4.0,7.0,1.0,14.0,2.0,12.0,18.0,412.0,38.0,2.0,1.0,2.0,2.0,2.7999999523162842,3700.0,4142.0,200.0,3.0,3.0,1.0,2.0,2.0,1.0,354.0,59.0,,1.0,1.0,8.0,0.0,3.0,6.0,4.0,1.0,42.0,0.0,2.0,2.0,2.0,1.0,25582.5,2.0,0.0,2.0,3.0,1.0,,2.0,1.0,1.0,,1.0,,2.0,2.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,501.0,9.0,3.0,1.0,54.200000762939453,1.0,12.0,8008.0,1.0,2.0,1.0,0.0,2.0,4.0,,2.0,0.0,1.0,52.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.43000000715255737,0.42969998717308044,0.49000000953674316,1.0,2006.0,2.0
14,1.0,1958.0,1.0,1.0,2.0,34.0,8.0,0.0,1.0,1.0,2.0,,7.0,3.0,1972.0,1.0,,3.0,2.0,511.0,1.0,6.0,1.0,13.0,29.0,29.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,6.0,4.0,1.0,,1.0,1.0,3.0,1.0,1.0,2.0,15.0,3.0,,,660.0,57.0,1.0,1.0,1.0,2.0,11.800000190734863,9499.0,8290.0,84.0,1.0,1.0,1.0,2.0,2.0,1.0,796.0,38.0,32.0,1.0,1.0,8.0,3.0,,2.0,4.0,1.0,36.0,0.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,10.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,,1.0,6.0,2.0,1.0,2.0,1.0,501.0,9.0,2.0,1.0,32.0,2.0,8.0,8008.0,1.0,,1.0,0.0,2.0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,7.0,1.9099999666213989,1.9096000194549561,2.1600000858306885,1.0,2006.0,7.0
15,1.0,1958.0,5.0,,1.0,37.0,6.0,0.0,,,,,0.0,,1969.0,1.0,72774.0,1.0,,320.0,4.0,8.0,1.0,18.0,1.0,1.0,1.0,1.0,,3.0,,,2.0,1.0,1.0,,2.0,,,,,1.0,1.0,2.0,1.0,4.0,1.0,1.0,16.0,,12.0,21.0,442.0,38.0,2.0,1.0,2.0,2.0,2.7999999523162842,2190.0,1229.0,84.0,5.0,,1.0,,,,19.0,,,,1.0,,2.0,,3.0,2.0,,51.0,0.0,,2.0,2.0,,46901.25,,5.0,2.0,,1.0,,,,1.0,,1.0,,1.0,,1.0,,,,1.0,,1.0,1.0,501.0,9.0,,,63.5,2.0,,8008.0,1.0,,1.0,0.0,2.0,4.0,,7.0,0.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,1.0,0.43000000715255737,0.42969998717308044,0.49000000953674316,1.0,2006.0,5.0
16,2.0,1958.0,5.0,,1.0,68.0,0.0,0.0,1.0,1.0,2.0,2.0,7.0,2.0,1938.0,1.0,9924.0,2.0,,427.0,0.0,7.0,0.0,6.0,39.0,39.0,1.0,1.0,7.0,1.0,3.0,2.0,2.0,1.0,,3.0,1.0,,6.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,17.0,1.0,9.0,9.0,710.0,57.0,1.0,1.0,1.0,2.0,11.800000190734863,9220.0,8251.0,63.0,5.0,3.0,1.0,1.0,1.0,1.0,734.0,66.0,,2.0,1.0,8.0,3.0,1.0,3.0,5.0,2.0,39.0,0.0,1.0,2.0,2.0,2.0,6395.625,2.0,0.0,2.0,1.0,1.0,,2.0,2.0,1.0,,1.0,,1.0,1.0,2.0,2.0,2.0,6.0,1.0,4.0,1.0,1.0,501.0,9.0,2.0,1.0,36.5,1.0,6.0,8008.0,1.0,2.0,1.0,0.0,,,,4.0,0.0,,0.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,2.0,2.0,5.0,0.43000000715255737,0.42969998717308044,0.49000000953674316,1.0,2006.0,3.0
17,2.0,1958.0,5.0,5.0,2.0,18.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,3.0,1988.0,2.0,,3.0,,617.0,0.0,4.0,1.0,11.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,0.0,2.0,,1.0,2.0,11.0,3.0,1.0,2.0,18.0,3.0,,,,57.0,1.0,1.0,1.0,2.0,11.800000190734863,,,79.0,5.0,1.0,1.0,2.0,1.0,1.0,,46.0,18.0,2.0,1.0,0.0,0.0,2.0,2.0,4.0,2.0,,0.0,,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,41.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,3.0,1.0,501.0,9.0,2.0,1.0,,2.0,0.0,8008.0,1.0,2.0,1.0,0.0,2.0,4.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,6.0,1.9099999666213989,1.9096000194549561,2.1600000858306885,1.0,2006.0,10.0
18,2.0,1958.0,5.0,,1.0,25.0,0.0,,,1.0,2.0,,1.0,2.0,1981.0,1.0,3969.0,1.0,3.0,428.0,1.0,5.0,1.0,13.0,39.0,39.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,19.0,3.0,4.0,4.0,761.0,57.0,1.0,1.0,1.0,2.0,11.800000190734863,620.0,3221.0,93.0,5.0,2.0,1.0,2.0,2.0,1.0,446.0,24.0,,2.0,1.0,8.0,2.0,1.0,2.0,4.0,4.0,51.0,,1.0,2.0,2.0,2.0,2558.25,2.0,2.0,2.0,1.0,1.0,8.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,6.0,1.0,2.0,1.0,1.0,501.0,9.0,3.0,2.0,36.5,2.0,3.0,8008.0,1.0,1.0,1.0,,2.0,4.0,0.0,3.0,0.0,2.0,26.0,1.0,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,2.0,0.43000000715255737,0.42969998717308044,0.49000000953674316,1.0,2006.0,7.0
19,2.0,1958.0,1.0,5.0,4.0,24.0,6.0,1.0,,,,,0.0,,1982.0,1.0,,2.0,,427.0,1.0,4.0,2.0,14.0,39.0,39.0,1.0,5.0,,1.0,,,1.0,1.0,2.0,,2.0,2.0,,,,1.0,2.0,2.0,202.0,11.0,1.0,5.0,20.0,,,,,57.0,1.0,1.0,1.0,2.0,11.800000190734863,,,46.0,5.0,,1.0,,,,,52.0,23.0,,1.0,,3.0,,3.0,4.0,,,0.0,,2.0,2.0,,,,0.0,2.0,,1.0,8.0,,,1.0,3.0,1.0,3.0,2.0,,1.0,,,,4.0,,3.0,1.0,501.0,9.0,,,,2.0,,8008.0,1.0,,1.0,0.0,1.0,4.0,0.0,7.0,0.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,6.0,1.7200000286102295,1.7186000347137451,1.9500000476837158,1.0,2006.0,10.0
20,2.0,1958.0,5.0,5.0,1.0,38.0,7.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1968.0,1.0,,3.0,,729.0,3.0,8.0,1.0,16.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,6.0,0.0,2.0,,1.0,2.0,2.0,2.0,1.0,2.0,21.0,3.0,,,922.0,57.0,1.0,1.0,1.0,2.0,11.800000190734863,3102.0,3444.0,97.0,5.0,1.0,1.0,2.0,2.0,2.0,36.0,38.0,17.0,2.0,1.0,0.0,1.0,,3.0,4.0,2.0,50.0,0.0,,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,41.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,501.0,9.0,2.0,2.0,62.5,2.0,6.0,8008.0,1.0,2.0,1.0,1.0,3.0,1.0,,2.0,0.0,1.0,52.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,0.94999998807907104,0.95480000972747803,1.0800000429153442,1.0,2006.0,
21,2.0,1958.0,5.0,,1.0,69.0,6.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1937.0,2.0,7939.0,1.0,3.0,323.0,1.0,8.0,0.0,12.0,39.0,39.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,,6.0,4.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,22.0,,8.0,8.0,762.0,38.0,2.0,1.0,2.0,2.0,2.7999999523162842,5319.0,5122.0,200.0,5.0,3.0,1.0,1.0,1.0,1.0,436.0,48.0,,1.0,1.0,8.0,7.0,2.0,3.0,2.0,1.0,31.0,0.0,2.0,2.0,2.0,1.0,5116.5,1.0,0.0,2.0,10.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,501.0,9.0,2.0,1.0,27.5,1.0,14.0,8008.0,1.0,1.0,1.0,0.0,1.0,4.0,,6.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,2.0,2.0,5.0,0.43000000715255737,0.42969998717308044,0.49000000953674316,1.0,2006.0,6.0
