,vpsu,vstrat,mar1,mar2,adults,age,attend,babies,bible,blkwhite,born,cappun,childs,class,cohort,comprend,coninc,coop,courts,dateintv,degree,dwelling,earnrs,educ,eth1,ethnic,ethnum,famgen,family16,feeused,finalter,finrela,form,formwt,fund,fund16,gender1,gender2,god,granborn,happy,health,hefinfo,hhrace,hhtype,hhtype1,hispanic,hompop,id,incom16,income,income06,indus80,intage,intethn,inthisp,intrace1,intsex,intyrs,isco681,isco88,lngthinv,marital,mobile16,mode,natpark,natroad,natsoc,occ80,old1,old2,othlang,oversamp,parborn,partyid,permoral,phone,polviews,pray,prestg80,preteen,punsin,race,racecen1,raclive,realinc,reborn,reg16,region,relactiv,relate1,relate2,relexp,relexper,relhh1,relhh2,relhhd1,relhhd2,relig,relig16,reliten,rellife,relpersn,res16,respnum,rotapple,rplace,rvisitor,sampcode,sample,satfin,savesoul,sei,sex,sibs,size,spaneng,sprtprsn,srcbelt,teens,trust,union,unrelat,version,visitors,vote04,weekswrk,whoelse1,whoelse2,whoelse3,whoelse4,whoelse5,whoelse6,widowed,wksub,wksup,wrkgovt,wrkslf,wrkstat,wtss,wtssall,wtssnr,xnorcsiz,year,zodiac
231,1.0,2273.0,,,1.0,76.0,7.0,0.0,2.0,1.0,1.0,2.0,4.0,3.0,1934.0,1.0,66247.5,1.0,2.0,804.0,1.0,2.0,1.0,12.0,11.0,14.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,5.0,0.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,232.0,3.0,12.0,21.0,711.0,51.0,1.0,1.0,1.0,2.0,0.51780819892883301,3211.0,4115.0,88.0,2.0,1.0,2.0,2.0,2.0,2.0,313.0,70.0,,2.0,1.0,0.0,2.0,3.0,3.0,4.0,4.0,46.0,0.0,4.0,1.0,1.0,1.0,42735.0,2.0,3.0,3.0,8.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,503.0,9.0,1.0,2.0,38.400001525878906,2.0,5.0,22.0,1.0,2.0,3.0,0.0,1.0,4.0,,3.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,7.0,1.6841006278991699,1.6841006278991699,1.6592645645141602,3.0,2010.0,1.0
232,2.0,2273.0,1.0,1.0,2.0,79.0,4.0,0.0,2.0,2.0,1.0,1.0,4.0,2.0,1931.0,1.0,36135.0,1.0,2.0,421.0,1.0,2.0,1.0,12.0,11.0,,3.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,6.0,4.0,2.0,,1.0,1.0,3.0,1.0,1.0,1.0,233.0,2.0,12.0,18.0,461.0,68.0,1.0,1.0,1.0,2.0,0.52328765392303467,320.0,3118.0,99.0,1.0,2.0,2.0,3.0,1.0,2.0,217.0,,79.0,1.0,1.0,0.0,5.0,2.0,3.0,7.0,3.0,51.0,0.0,3.0,1.0,1.0,1.0,23310.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,6.0,2.0,2.0,2.0,1.0,503.0,9.0,2.0,1.0,62.0,1.0,4.0,49.0,1.0,3.0,3.0,0.0,2.0,4.0,,2.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.92625534534454346,0.92625534534454346,0.91259551048278809,3.0,2010.0,4.0
233,2.0,2273.0,1.0,1.0,2.0,29.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1981.0,1.0,80300.0,1.0,2.0,505.0,3.0,6.0,2.0,17.0,22.0,22.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,6.0,0.0,1.0,,1.0,1.0,4.0,11.0,3.0,3.0,234.0,3.0,12.0,22.0,762.0,68.0,1.0,1.0,1.0,2.0,0.52328765392303467,2190.0,1229.0,163.0,1.0,1.0,2.0,3.0,3.0,1.0,19.0,28.0,28.0,2.0,1.0,0.0,1.0,3.0,3.0,4.0,2.0,51.0,0.0,3.0,1.0,1.0,1.0,51800.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,503.0,9.0,2.0,2.0,63.5,2.0,1.0,49.0,1.0,1.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,52.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.92625534534454346,0.92625534534454346,0.91259551048278809,3.0,2010.0,8.0
234,2.0,2273.0,5.0,,2.0,60.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,3.0,1950.0,1.0,66247.5,1.0,3.0,617.0,3.0,3.0,1.0,16.0,26.0,26.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,6.0,1.0,2.0,4.0,1.0,1.0,11.0,3.0,1.0,2.0,235.0,3.0,12.0,21.0,831.0,51.0,1.0,1.0,1.0,2.0,0.51780819892883301,710.0,2230.0,102.0,3.0,2.0,1.0,2.0,2.0,2.0,95.0,30.0,59.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,66.0,0.0,4.0,1.0,1.0,1.0,42735.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,43.0,1.0,4.0,4.0,1.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,503.0,9.0,1.0,2.0,73.199996948242188,2.0,6.0,49.0,1.0,1.0,3.0,0.0,1.0,4.0,0.0,3.0,0.0,1.0,52.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,7.0,1.6841006278991699,1.6841006278991699,1.6592645645141602,3.0,2010.0,5.0
235,1.0,2274.0,1.0,1.0,2.0,36.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1974.0,1.0,112420.0,1.0,,427.0,1.0,2.0,2.0,14.0,14.0,14.0,2.0,2.0,5.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,6.0,0.0,1.0,2.0,2.0,1.0,4.0,11.0,1.0,3.0,236.0,2.0,12.0,24.0,871.0,51.0,1.0,1.0,1.0,2.0,0.51780819892883301,2190.0,1229.0,81.0,1.0,1.0,1.0,2.0,2.0,1.0,19.0,41.0,35.0,2.0,1.0,0.0,1.0,3.0,3.0,4.0,1.0,51.0,0.0,2.0,1.0,1.0,1.0,72520.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,3.0,2.0,1.0,503.0,9.0,1.0,1.0,63.5,2.0,4.0,31.0,1.0,1.0,3.0,0.0,1.0,4.0,0.0,3.0,0.0,1.0,25.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,7.0,0.92625534534454346,0.92625534534454346,0.91259551048278809,3.0,2010.0,2.0
236,1.0,2274.0,1.0,1.0,2.0,75.0,3.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,1935.0,1.0,96360.0,1.0,2.0,511.0,1.0,2.0,0.0,15.0,12.0,12.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,6.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,237.0,5.0,12.0,23.0,672.0,51.0,1.0,1.0,1.0,2.0,0.51780819892883301,2190.0,1229.0,119.0,1.0,3.0,1.0,2.0,1.0,2.0,19.0,75.0,73.0,1.0,1.0,8.0,6.0,2.0,3.0,6.0,5.0,51.0,0.0,2.0,1.0,1.0,1.0,62160.0,2.0,0.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,10.0,10.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,503.0,9.0,1.0,2.0,63.5,1.0,1.0,31.0,1.0,3.0,3.0,0.0,2.0,4.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,2.0,2.0,5.0,0.92625534534454346,0.92625534534454346,0.91259551048278809,3.0,2010.0,11.0
237,1.0,2274.0,1.0,1.0,3.0,48.0,2.0,0.0,3.0,2.0,1.0,2.0,3.0,3.0,1962.0,1.0,54202.5,1.0,,419.0,1.0,2.0,2.0,15.0,33.0,33.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,147.0,11.0,1.0,4.0,238.0,3.0,12.0,20.0,691.0,51.0,1.0,1.0,1.0,2.0,0.51780819892883301,4519.0,5220.0,129.0,1.0,1.0,1.0,2.0,2.0,2.0,274.0,52.0,48.0,1.0,1.0,8.0,2.0,3.0,3.0,3.0,2.0,32.0,0.0,2.0,1.0,1.0,1.0,34965.0,2.0,3.0,3.0,3.0,1.0,8.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0,2.0,3.0,8.0,1.0,503.0,9.0,3.0,2.0,38.900001525878906,2.0,4.0,31.0,1.0,3.0,3.0,1.0,,,0.0,1.0,0.0,1.0,52.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.38938307762146,1.38938307762146,1.3688932657241821,3.0,2010.0,10.0
238,2.0,2274.0,1.0,1.0,2.0,35.0,8.0,0.0,1.0,3.0,1.0,1.0,4.0,2.0,1975.0,1.0,66247.5,1.0,2.0,423.0,0.0,6.0,1.0,11.0,8.0,14.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,,2.0,,1.0,1.0,4.0,11.0,1.0,7.0,239.0,3.0,12.0,21.0,712.0,43.0,1.0,1.0,1.0,2.0,0.52328765392303467,4411.0,3413.0,89.0,1.0,3.0,1.0,1.0,1.0,1.0,254.0,34.0,36.0,2.0,1.0,0.0,6.0,3.0,3.0,4.0,1.0,49.0,3.0,2.0,1.0,1.0,2.0,42735.0,1.0,3.0,3.0,8.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,503.0,9.0,2.0,1.0,64.199996948242188,2.0,4.0,9.0,1.0,1.0,3.0,2.0,2.0,4.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,0.46312767267227173,0.46312767267227173,0.45629775524139404,3.0,2010.0,10.0
239,2.0,2274.0,1.0,1.0,3.0,54.0,8.0,0.0,3.0,1.0,1.0,1.0,8.0,3.0,1956.0,1.0,96360.0,1.0,2.0,413.0,1.0,6.0,3.0,14.0,11.0,24.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,41.0,1.0,1.0,3.0,240.0,4.0,12.0,23.0,581.0,43.0,1.0,1.0,1.0,2.0,0.52328765392303467,4210.0,1314.0,114.0,1.0,2.0,1.0,3.0,1.0,2.0,243.0,53.0,54.0,2.0,1.0,0.0,1.0,1.0,6.0,4.0,5.0,44.0,0.0,4.0,1.0,1.0,,62160.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,5.0,2.0,3.0,2.0,1.0,503.0,9.0,2.0,2.0,50.700000762939453,1.0,2.0,9.0,1.0,4.0,3.0,0.0,1.0,4.0,0.0,3.0,0.0,1.0,52.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.38938307762146,1.38938307762146,1.3688932657241821,3.0,2010.0,1.0
240,2.0,2274.0,1.0,1.0,2.0,45.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,3.0,1965.0,1.0,80300.0,2.0,3.0,505.0,1.0,2.0,2.0,14.0,11.0,,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,4.0,11.0,1.0,4.0,241.0,3.0,12.0,22.0,401.0,43.0,1.0,1.0,1.0,2.0,0.52328765392303467,3590.0,4133.0,88.0,1.0,1.0,1.0,3.0,1.0,1.0,373.0,42.0,44.0,2.0,1.0,0.0,2.0,1.0,3.0,4.0,6.0,43.0,1.0,4.0,1.0,1.0,,51800.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,503.0,9.0,2.0,1.0,41.599998474121094,1.0,5.0,9.0,1.0,4.0,3.0,1.0,2.0,4.0,0.0,3.0,0.0,,52.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.92625534534454346,0.92625534534454346,0.91259551048278809,3.0,2010.0,5.0
241,2.0,2274.0,1.0,1.0,2.0,58.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,3.0,1952.0,1.0,66247.5,1.0,2.0,519.0,3.0,2.0,2.0,16.0,11.0,,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,242.0,4.0,12.0,21.0,831.0,43.0,1.0,1.0,1.0,2.0,0.52328765392303467,761.0,3226.0,110.0,1.0,2.0,1.0,1.0,2.0,1.0,99.0,66.0,57.0,2.0,1.0,0.0,5.0,1.0,3.0,4.0,5.0,56.0,0.0,4.0,1.0,1.0,2.0,42735.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,5.0,2.0,3.0,2.0,1.0,503.0,9.0,3.0,2.0,73.800003051757812,2.0,4.0,9.0,1.0,3.0,3.0,0.0,2.0,4.0,0.0,3.0,0.0,1.0,52.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.92625534534454346,0.92625534534454346,0.91259551048278809,3.0,2010.0,9.0
242,1.0,2275.0,1.0,1.0,2.0,46.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,3.0,1964.0,1.0,80300.0,1.0,2.0,701.0,3.0,2.0,1.0,16.0,17.0,,3.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,4.0,2.0,,2.0,5.0,4.0,11.0,2.0,4.0,243.0,3.0,12.0,22.0,421.0,51.0,1.0,1.0,1.0,2.0,0.51780819892883301,9490.0,9321.0,104.0,1.0,1.0,2.0,2.0,2.0,3.0,689.0,43.0,46.0,1.0,1.0,8.0,0.0,1.0,3.0,4.0,6.0,42.0,2.0,2.0,1.0,16.0,2.0,51800.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,2.0,1.0,2.0,1.0,503.0,9.0,1.0,2.0,42.200000762939453,2.0,3.0,21.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,1.6841006278991699,1.6841006278991699,1.6592645645141602,3.0,2010.0,11.0
243,1.0,2275.0,1.0,1.0,2.0,36.0,5.0,0.0,1.0,,1.0,1.0,0.0,2.0,1974.0,1.0,44165.0,1.0,2.0,508.0,2.0,2.0,2.0,15.0,8.0,8.0,1.0,1.0,8.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,,2.0,244.0,4.0,12.0,19.0,562.0,45.0,2.0,,,2.0,1.1041096448898315,4519.0,5220.0,112.0,1.0,1.0,1.0,,,1.0,274.0,38.0,35.0,2.0,1.0,0.0,1.0,2.0,3.0,4.0,2.0,32.0,0.0,4.0,2.0,2.0,2.0,28490.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,3.0,2.0,1.0,503.0,9.0,3.0,2.0,38.900001525878906,2.0,3.0,7.0,1.0,1.0,3.0,0.0,2.0,4.0,0.0,3.0,0.0,1.0,52.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.92625534534454346,0.92625534534454346,0.91259551048278809,3.0,2010.0,2.0
244,1.0,2275.0,3.0,,1.0,58.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1952.0,1.0,22082.5,1.0,2.0,608.0,1.0,2.0,0.0,13.0,17.0,17.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,,6.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,245.0,3.0,12.0,15.0,922.0,68.0,2.0,1.0,2.0,1.0,0.52328765392303467,2190.0,1229.0,132.0,3.0,1.0,1.0,3.0,3.0,1.0,37.0,57.0,,2.0,1.0,0.0,0.0,1.0,6.0,4.0,1.0,49.0,0.0,3.0,3.0,16.0,1.0,14245.0,2.0,3.0,3.0,1.0,1.0,,1.0,2.0,1.0,,1.0,,2.0,2.0,1.0,3.0,2.0,4.0,1.0,4.0,1.0,1.0,503.0,9.0,2.0,2.0,68.099998474121094,2.0,4.0,83.0,1.0,2.0,4.0,0.0,2.0,4.0,,3.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.6841006278991699,1.6841006278991699,1.6592645645141602,4.0,2010.0,8.0
245,1.0,2275.0,5.0,3.0,2.0,40.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,1970.0,1.0,36135.0,1.0,3.0,526.0,3.0,2.0,2.0,16.0,10.0,10.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,6.0,1.0,2.0,,1.0,1.0,7.0,5.0,1.0,2.0,246.0,4.0,12.0,18.0,842.0,68.0,2.0,1.0,2.0,1.0,0.52328765392303467,1330.0,2331.0,185.0,3.0,1.0,1.0,2.0,2.0,1.0,156.0,39.0,39.0,1.0,1.0,2.0,5.0,3.0,3.0,4.0,1.0,64.0,0.0,3.0,1.0,1.0,1.0,23310.0,2.0,3.0,3.0,1.0,1.0,8.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,8.0,1.0,503.0,9.0,3.0,2.0,78.5,2.0,1.0,83.0,1.0,1.0,4.0,0.0,2.0,4.0,0.0,2.0,0.0,1.0,52.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.92625534534454346,0.92625534534454346,0.91259551048278809,4.0,2010.0,5.0
246,1.0,2275.0,1.0,1.0,2.0,44.0,7.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1966.0,1.0,36135.0,1.0,2.0,701.0,1.0,2.0,1.0,12.0,11.0,11.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,6.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,247.0,3.0,12.0,18.0,841.0,68.0,2.0,1.0,2.0,1.0,0.52328765392303467,1219.0,2421.0,130.0,1.0,1.0,1.0,2.0,2.0,1.0,234.0,70.0,53.0,2.0,1.0,0.0,0.0,2.0,3.0,4.0,3.0,57.0,0.0,4.0,1.0,1.0,1.0,23310.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,503.0,9.0,1.0,1.0,57.099998474121094,2.0,5.0,83.0,1.0,2.0,4.0,0.0,1.0,4.0,0.0,3.0,0.0,2.0,52.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.6841006278991699,1.6841006278991699,1.6592645645141602,4.0,2010.0,5.0
247,1.0,2275.0,1.0,1.0,2.0,59.0,7.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1951.0,1.0,66247.5,1.0,2.0,412.0,3.0,2.0,2.0,19.0,14.0,,3.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,6.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,248.0,3.0,12.0,21.0,742.0,68.0,2.0,1.0,2.0,1.0,0.52328765392303467,3102.0,3444.0,131.0,1.0,3.0,1.0,2.0,2.0,2.0,36.0,58.0,59.0,1.0,1.0,0.0,3.0,2.0,3.0,5.0,1.0,50.0,0.0,4.0,1.0,1.0,1.0,42735.0,1.0,3.0,3.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,503.0,9.0,2.0,1.0,62.5,1.0,9.0,83.0,1.0,1.0,4.0,0.0,,,0.0,1.0,0.0,1.0,39.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,0.92625534534454346,0.92625534534454346,0.91259551048278809,4.0,2010.0,12.0
248,2.0,2275.0,2.0,,1.0,80.0,6.0,0.0,2.0,3.0,1.0,1.0,4.0,3.0,1930.0,1.0,11041.25,1.0,2.0,327.0,1.0,2.0,0.0,12.0,15.0,15.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,6.0,4.0,3.0,,1.0,1.0,1.0,4.0,1.0,1.0,249.0,1.0,9.0,10.0,842.0,43.0,1.0,1.0,1.0,2.0,0.52328765392303467,3939.0,4100.0,89.0,2.0,1.0,1.0,1.0,2.0,1.0,379.0,79.0,,1.0,1.0,8.0,0.0,4.0,3.0,5.0,2.0,34.0,0.0,1.0,1.0,1.0,1.0,7122.5,2.0,3.0,3.0,1.0,1.0,,2.0,2.0,1.0,,1.0,,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,503.0,9.0,3.0,2.0,37.700000762939453,2.0,11.0,90.0,1.0,2.0,5.0,0.0,2.0,4.0,,2.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,1.0,2.0,5.0,0.46312767267227173,0.46312767267227173,0.45629775524139404,2.0,2010.0,6.0
249,2.0,2275.0,2.0,,1.0,72.0,0.0,0.0,3.0,1.0,1.0,1.0,6.0,1.0,1938.0,1.0,11041.25,1.0,2.0,320.0,1.0,7.0,0.0,12.0,11.0,11.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,,1.0,4.0,2.0,,1.0,1.0,1.0,4.0,1.0,1.0,250.0,3.0,9.0,10.0,601.0,43.0,1.0,1.0,1.0,2.0,0.52328765392303467,3311.0,4211.0,152.0,2.0,3.0,1.0,2.0,2.0,2.0,276.0,71.0,,2.0,1.0,2.0,3.0,1.0,3.0,4.0,6.0,29.0,0.0,4.0,1.0,1.0,1.0,7122.5,2.0,3.0,3.0,1.0,1.0,,1.0,2.0,1.0,,1.0,,4.0,1.0,4.0,3.0,4.0,5.0,1.0,3.0,1.0,1.0,503.0,9.0,1.0,2.0,33.099998474121094,2.0,1.0,90.0,1.0,4.0,5.0,0.0,2.0,4.0,,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,2.0,2.0,5.0,0.46312767267227173,0.46312767267227173,0.45629775524139404,2.0,2010.0,6.0
250,2.0,2275.0,1.0,1.0,2.0,76.0,7.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,1934.0,1.0,22082.5,1.0,2.0,329.0,1.0,8.0,2.0,12.0,11.0,,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,6.0,0.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,251.0,3.0,12.0,15.0,281.0,43.0,1.0,1.0,1.0,2.0,0.52328765392303467,3220.0,4113.0,103.0,1.0,1.0,1.0,2.0,1.0,2.0,385.0,77.0,75.0,2.0,1.0,0.0,2.0,3.0,3.0,2.0,1.0,41.0,0.0,2.0,1.0,1.0,1.0,14245.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,503.0,9.0,2.0,2.0,31.399999618530273,2.0,1.0,90.0,1.0,3.0,5.0,0.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,2.0,2.0,5.0,0.92625534534454346,0.92625534534454346,0.91259551048278809,2.0,2010.0,6.0
251,2.0,2275.0,1.0,1.0,2.0,65.0,5.0,0.0,1.0,1.0,1.0,,2.0,3.0,1945.0,1.0,54202.5,1.0,2.0,327.0,1.0,2.0,2.0,13.0,23.0,11.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,4.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,252.0,3.0,12.0,20.0,910.0,43.0,1.0,1.0,1.0,2.0,0.52328765392303467,3211.0,4115.0,106.0,1.0,1.0,1.0,2.0,1.0,2.0,313.0,64.0,64.0,2.0,1.0,8.0,6.0,4.0,3.0,6.0,1.0,46.0,0.0,1.0,1.0,1.0,1.0,34965.0,2.0,3.0,3.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,503.0,9.0,1.0,1.0,38.400001525878906,2.0,1.0,90.0,1.0,1.0,5.0,0.0,,,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,8.0,0.92625534534454346,0.92625534534454346,0.91259551048278809,2.0,2010.0,2.0
252,2.0,2275.0,1.0,1.0,2.0,43.0,8.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1967.0,1.0,54202.5,1.0,3.0,320.0,3.0,2.0,2.0,20.0,15.0,8.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,6.0,0.0,2.0,,2.0,1.0,4.0,11.0,1.0,4.0,253.0,3.0,12.0,20.0,842.0,43.0,1.0,1.0,1.0,2.0,0.52328765392303467,1330.0,2331.0,115.0,1.0,1.0,1.0,2.0,1.0,1.0,156.0,43.0,43.0,2.0,1.0,0.0,3.0,2.0,3.0,4.0,1.0,64.0,1.0,3.0,1.0,1.0,1.0,34965.0,2.0,3.0,3.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,503.0,9.0,2.0,1.0,78.5,2.0,1.0,90.0,1.0,2.0,5.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,40.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.92625534534454346,0.92625534534454346,0.91259551048278809,2.0,2010.0,12.0
